259	235	2	883372151
259	762	2	883372151
259	1074	3	874725264
259	121	3	881379128
259	15	3	881378653
259	269	3	877923906
259	271	3	888721050
259	288	3	874724905
259	294	3	881641699
259	405	3	874725120
259	546	3	883372151
259	65	3	883371001
259	781	3	888630664
259	108	4	874724882
259	117	4	874724988
259	147	4	888630664
259	172	4	883371882
259	173	4	874724843
259	176	4	874725386
259	179	4	877924028
259	181	4	874809057
259	185	4	874724781
259	200	4	874725081
259	210	4	874725485
259	255	4	874724710
259	286	4	874724727
259	293	4	883371861
259	298	4	874724754
259	39	4	888720644
259	484	4	888720541
259	748	4	883371839
259	750	4	888630424
259	772	4	874724882
259	928	4	874724937
259	959	4	888720593
259	97	4	874809292
259	98	4	874809091
259	1135	5	877926006
259	12	5	874809192
259	154	5	876365003
259	168	5	876365003
259	180	5	877925033
259	313	5	883370924
259	317	5	874809057
259	357	5	874725485
259	475	5	877925049
